Date,Open,High,Low,Close,Volume
2015-08-07,3,3.00001,3,3,123.9305683
2015-08-08,3,3,0.15,1.19999,1942.888147
2015-08-11,0.79969,1.15,0.65038,0.99,9234.568705
2015-08-12,1,1.288,0.905,1.288,1736.114983
2015-08-13,1.2628,1.8848,1.2628,1.8848,2815.450762
2015-08-14,1.88345,2.1,1.79489,1.79489,5775.809099
2015-08-15,1.7,1.79,1.5,1.79,8677.609637
2015-08-16,1.65,1.65,0.5,1.5893,9867.150972
2015-08-17,1.50539,1.58,1.25,1.29638,3946.583587
2015-08-18,1.15,1.36163,0.98998,1.10001,4150.638222
2015-08-19,1.10001,1.24,1.10001,1.24,2213.642001
2015-08-20,1.3,1.5218,1.3,1.5218,912.4127658
2015-08-21,1.45061,1.53,1.43588,1.43588,6006.792913
2015-08-22,1.41,1.41,1.4,1.4,229.000432
2015-08-23,1.35,1.35002,1.31,1.35,258.0166586
2015-08-24,1.33,1.34,1.23804,1.23804,4969.027377
2015-08-25,1.22031,1.277,1.22031,1.27119,911.4367845
2015-08-26,1.11099,1.2,1.08253,1.18,1961.752472
2015-08-27,1.18818,1.18818,1.13646,1.13646,230.2949525
2015-08-28,1.21733,1.3,1.15219,1.295,20766.09279
2015-08-29,1.16415,1.1795,1.153,1.1795,329.6390248
2015-08-30,1.21,1.35,1.17189,1.32,6748.747078
2015-08-31,1.22,1.32,0.90001,1.30651,2948.174629
2015-09-01,1.31241,1.38,1.31241,1.36,921.5924498
2015-09-02,1.36,1.37199,1.14032,1.32795,364.4137996
2015-09-03,1.3,1.3,1.23357,1.23357,2599.046579
2015-09-05,1.29705,1.37,1.29705,1.37,7836.038226
2015-09-06,1.385,1.385,1.3351,1.34,71.97
2015-09-07,1.27561,1.27561,1.27561,1.27561,73.309
2015-09-08,1.26397,1.26397,1.26349,1.26349,82.2295
2015-09-09,1.21,1.21,1.21,1.21,3
2015-09-10,1.19,1.21279,1.12001,1.1857,518.3670861
2015-09-11,1.15,1.16397,0.92422,0.92422,1982.136884
2015-09-12,0.99999,1.14639,0.98,1.14639,264.7568336
2015-09-13,1.013,1.013,0.88367,0.88557,3821.946101
2015-09-14,0.96222,0.96223,0.88495,0.955,869.8106041
2015-09-15,0.80405,1,0.80404,0.95,2557.516946
2015-09-16,0.95625,0.95625,0.93634,0.93634,40.8798
2015-09-17,0.82383,0.875,0.82383,0.875,51.49882246
2015-09-18,0.8751,0.87999,0.85226,0.85226,639.6194208
2015-09-19,0.87,0.89,0.80129,0.89,3.77699
2015-09-20,0.88,0.95,0.88,0.94116,38.84446285
2015-09-22,0.8611,0.8611,0.80588,0.80588,4
2015-09-23,0.91,0.91,0.91,0.91,0.74443
2015-09-24,0.80045,0.80045,0.8,0.8,304
2015-09-25,0.75286,0.76,0.68233,0.68233,2739.603613
2015-09-26,0.68049,0.77032,0.68049,0.77032,4.28
2015-09-27,0.70071,0.70077,0.70071,0.70077,4
2015-09-28,0.70075,0.7047,0.6,0.6,4698.4585
2015-09-29,0.6,0.68163,0.5,0.68163,4205.466301
2015-09-30,0.50457,0.74001,0.50457,0.71365,349.0880424
2015-10-01,0.71364,0.71364,0.65454,0.65479,548.9246813
2015-10-02,0.66601,0.66601,0.66467,0.66467,400
2015-10-03,0.67467,0.6796,0.67467,0.6796,44.65459185
2015-10-04,0.67467,0.67467,0.60954,0.60954,415.2317182
2015-10-05,0.60777,0.60777,0.60777,0.60777,12.3
2015-10-06,0.60914,0.65114,0.60914,0.65114,24.17013158
2015-10-07,0.61,0.61101,0.6,0.6,2021.388
2015-10-08,0.6,0.64,0.6,0.62,5641.709742
2015-10-09,0.6303,0.6352,0.5701,0.6352,2009.2
2015-10-11,0.59931,0.59934,0.59931,0.59934,14.4
2015-10-12,0.63899,0.63899,0.63,0.63,19.879
2015-10-13,0.63463,0.65,0.60163,0.60166,691.1248252
2015-10-14,0.599,0.599,0.48323,0.48324,1839.03086
2015-10-15,0.55,0.56,0.51627,0.56,10.2
2015-10-16,0.56224,0.56224,0.525,0.525,257.9316365
2015-10-17,0.525,0.54,0.52001,0.52299,870.2936436
2015-10-18,0.52,0.52,0.505,0.505,1051.8602
2015-10-19,0.505,0.505,0.48207,0.5,577.3398
2015-10-20,0.4805,0.4805,0.44,0.44,1278.2
2015-10-21,0.43,0.47186,0.41999,0.41999,735.7146206
2015-10-22,0.44126,0.609,0.41101,0.609,2836.840413
2015-10-23,0.53509,0.6,0.50001,0.56491,3364.408048
2015-10-24,0.52407,0.55607,0.51,0.55607,295.272
2015-10-25,0.59998,0.67,0.58747,0.62,1006.232158
2015-10-26,0.66221,0.70604,0.65,0.70604,1553.877048
2015-10-27,0.71095,0.90099,0.70117,0.83,1774.077213
2015-10-28,0.855,1.01,0.82,0.99,3938.993487
2015-10-29,1,1.19999,0.97174,1.12287,4264.736195
2015-10-30,1.19,1.34,1.12063,1.1385,3479.035501
2015-10-31,0.95019,1.01001,0.86764,0.86764,761.689055
2015-11-01,0.97,0.99,0.97,0.99,1.11517
2015-11-02,0.97526,1.06,0.97526,0.9878,4656.042446
2015-11-03,1.019,1.06,0.84254,1.06,3015.864501
2015-11-04,0.92084,0.92084,0.79875,0.799,1306.125285
2015-11-05,1.00474,1.00484,0.82634,0.87638,624.0636724
2015-11-06,0.87641,0.98987,0.79,0.98987,1586.526616
2015-11-07,0.88,0.93,0.86465,0.93,957.3146075
2015-11-08,0.8945,1,0.8945,1,2577.200017
2015-11-09,1,1.078,0.89,0.998,2875.460971
2015-11-10,1,1,0.9,0.9,6648.804045
2015-11-11,0.94,0.94,0.73,0.75,2589.817197
2015-11-12,0.89,0.9,0.80104,0.88,313.2220966
2015-11-13,0.88,0.9,0.83953,0.9,564.5609182
2015-11-14,0.91,0.91,0.87356,0.88,94.90544037
2015-11-15,0.87459,0.91926,0.87459,0.91926,616.0721934
2015-11-16,0.92,0.925,0.6612,0.925,2709.000948
2015-11-17,0.92244,1,0.9224,1,6762.89036
2015-11-18,0.98,0.99727,0.95,0.99727,1620.684248
2015-11-19,0.99999,0.99999,0.92,0.94,910.23419
2015-11-20,0.92851,0.92851,0.91,0.92,135.7356604
2015-11-21,0.93,0.96,0.92,0.96,132.6146202
2015-11-22,0.8827,0.97,0.8827,0.97,6.8
2015-11-23,0.92,0.92,0.92,0.92,3.2
2015-11-24,0.94,0.95,0.91,0.91002,4.2
2015-11-25,0.88001,0.91265,0.86736,0.87,1127.5477
2015-11-26,0.89,0.90998,0.81547,0.86,3885.027264
2015-11-27,0.89,0.89,0.88,0.88,634.1659
2015-11-28,0.89,0.91,0.89,0.91,95.2
2015-11-29,0.89523,0.89523,0.85,0.87,770.1564555
2015-11-30,0.86743,0.88,0.86743,0.88,52.3930614
2015-12-01,0.86512,0.88846,0.84232,0.87,221.4587635
2015-12-02,0.86,0.865,0.8,0.82,3512.850122
2015-12-03,0.81117,0.83,0.79792,0.83,634.9034313
2015-12-04,0.82458,0.84,0.82458,0.84,139.6415059
2015-12-05,0.85,0.86993,0.83506,0.86993,296.7186167
2015-12-06,0.87,0.87,0.82499,0.82499,113.2
2015-12-07,0.82224,0.8224,0.7829,0.79,282.0822
2015-12-08,0.79,0.898,0.77963,0.79461,5895.884692
2015-12-09,0.79461,0.85333,0.761,0.80511,8125.654337
2015-12-10,0.77973,0.86826,0.77973,0.84374,4871.631853
2015-12-11,0.84348,0.9,0.77,0.8998,2783.981871
2015-12-12,0.9,0.96,0.9,0.96,2071.348623
2015-12-13,0.88355,0.97491,0.88355,0.91993,987.99
2015-12-14,0.96279,0.99,0.96279,0.99,4292.43566
2015-12-15,0.98,1,0.96,1,6764.822089
2015-12-16,0.98315,1.0998,0.8,0.803,4405.422205
2015-12-17,0.97,0.9701,0.9371,0.94,157.6689429
2015-12-18,0.9,0.9,0.9,0.9,5.07
2015-12-19,0.91928,0.91928,0.89348,0.89348,61.78970838
2015-12-20,0.9,1.065,0.9,1.065,1281.961296
2015-12-21,0.9647,1.065,0.91,0.91,1887.916193
2015-12-22,0.91,0.99989,0.88,0.88,3928.984352
2015-12-23,0.87884,0.9897,0.87,0.87093,395.2357324
2015-12-24,0.85166,0.88988,0.85,0.87,1233.182861
2015-12-25,0.86276,0.88,0.85691,0.88,16.79070888
2015-12-26,0.89,1,0.85,0.853,2809.15091
2015-12-27,0.8501,0.91799,0.84,0.91799,1282.961613
2015-12-28,0.8521,0.918,0.84,0.87489,3709.198478
2015-12-29,0.8509,0.88999,0.84329,0.86,390.6980997
2015-12-30,0.87,0.92899,0.8676,0.89254,647.1600804
2015-12-31,0.92584,0.96664,0.92584,0.94885,162.7413865
2016-01-01,0.91838,0.92037,0.91838,0.92037,14.6
2016-01-02,0.93,0.95466,0.93,0.95466,54.35
2016-01-03,0.95899,0.97,0.95058,0.96,20.2
2016-01-04,0.96436,0.96436,0.91857,0.95,696.4369555
2016-01-05,0.955,0.95988,0.84158,0.9426,857.4492381
2016-01-06,0.94,0.95199,0.92922,0.95,1048.579095
2016-01-07,0.952,0.96,0.93,0.94,1236.644699
2016-01-08,0.95,0.985,0.95,0.985,6714.733597
2016-01-09,0.985,0.998,0.96536,0.985,2928.217566
2016-01-10,0.99789,1,0.99025,1,1907.825615
2016-01-11,1,1.1,1,1.07,8280.334996
2016-01-12,1.04713,1.25,1.04713,1.2249,18474.31292
2016-01-13,1.13,1.1489,1.0699,1.13743,7770.95227
2016-01-14,1.1,1.17,1.1,1.17,1737.1
2016-01-15,1.19,1.33,1.16145,1.29891,6375.024551
2016-01-16,1.19821,1.32,1.19821,1.21179,5209.759813
2016-01-17,1.2061,1.32,1.2061,1.32,1784.174181
2016-01-18,1.33,1.55,1.30661,1.46625,25958.17988
2016-01-19,1.38844,1.4096,1.2205,1.35506,1957.056272
2016-01-20,1.31121,1.61,1.28092,1.40261,4352.620762
2016-01-21,1.50001,1.5395,1.41983,1.49593,23187.89148
2016-01-22,1.56756,1.66,1.42,1.51999,6863.377203
2016-01-23,1.54,2.03143,1.3888,2,23357.59293
2016-01-24,1.88838,2.3,1.1,2.1,61453.0877
2016-01-25,2.06164,2.87999,2.05,2.59554,15340.45937
2016-01-26,2.6,2.802,2.25,2.30001,40093.84754
2016-01-27,2.57405,2.8,1.878,2.4,13618.09963
2016-01-28,2.40001,2.61145,2.236,2.54645,5113.935445
2016-01-29,2.50024,2.61,2.21,2.49874,25048.63201
2016-01-30,2.49927,2.59999,2.37002,2.44067,3147.591143
2016-01-31,2.47,2.53999,2.2,2.2004,16250.97026
2016-02-01,2.20087,2.32125,2,2.16537,10745.45998
2016-02-02,2.1701,2.44654,2.12,2.44653,8510.675979
2016-02-03,2.34985,2.53875,2.30127,2.53,1791.668851
2016-02-04,2.53,2.79,2.49887,2.55007,8530.944098
2016-02-05,2.572,2.58999,2.47,2.56453,7740.826258
2016-02-06,2.53,2.57197,2.48,2.54903,5836.563528
2016-02-07,2.57,3,2.51,2.89791,16362.96259
2016-02-08,2.79224,3.238,2.75,3.18998,21683.71349
2016-02-09,3.18995,4,3.13501,4,32230.01307
2016-02-10,4.04,4.9795,3.5,4.35016,85381.28969
2016-02-11,4.44444,6.375,3.44,5.99986,44258.65858
2016-02-12,5.99983,6.47111,5.05265,5.4999,40886.41274
2016-02-13,5.5,5.8,4.06999,5.33018,58057.98652
2016-02-14,5.37,5.41,4.5,5.2,19205.84578
2016-02-15,5.2,5.98,4.5,5.15216,25667.60417
2016-02-16,5.20014,5.43891,4.00002,4.25011,28685.95992
2016-02-17,4.25,4.77942,3.5,3.79448,45329.13566
2016-02-18,3.61245,4.75,3.32001,4.49,36685.01057
2016-02-19,4.29,4.75,4.15,4.72,13308.14708
2016-02-20,4.7,4.71,4.01,4.37354,11584.34111
2016-02-21,4.31,4.63,4,4.63,21604.0048
2016-02-22,4.62,5.84,4.5,5.6,32712.36692
2016-02-23,5.599,6,5.31956,5.55,23907.46169
2016-02-24,5.54,6.5,5.50989,6.23427,29146.29732
2016-02-25,6.234,6.63996,5.55,6.09999,30760.20995
2016-02-26,6.1,6.28726,5.71,5.87016,12487.46686
2016-02-27,5.9999,6.5,5.75,6.31101,24224.28616
2016-02-28,6.35012,6.5432,6.15177,6.49862,10757.20622
2016-02-29,6.34152,6.62484,6,6.34758,14735.52976
2016-03-01,6.36,7.6,6.25119,7.55,51016.97315
2016-03-02,7.58767,9.9,7.04003,8.41,56466.4237
2016-03-03,8.45,9.94,8.3,9.05,86809.5499
2016-03-04,9.36363,10.03,8.27,10.03,122790.7803
2016-03-05,10.03,12,9.75,10.88907,129141.1426
2016-03-06,10.88794,11.9,9.75001,11.18745,59110.62641
2016-03-07,11.10026,11.46999,9.055,9.48871,64976.35244
2016-03-08,9.487,10.893,8.49,9.76,57645.69919
2016-03-09,9.76,12,9.60001,11.55,49328.51044
2016-03-10,11.55004,12.05,10.25,11.19,56703.18602
2016-03-11,11.19,11.61999,10.40001,11.05,26705.85352
2016-03-12,11.05,13.48,11.03,13.45,120082.6566
2016-03-13,13.44999,15.17999,12,14.39791,113215.7834
2016-03-14,14.39799,14.85,10,12.59969,115818.5863
2016-03-15,12.59962,13.44996,11.93,13.15,52526.78818
2016-03-16,13.1,13.75,12.5,12.54,40939.65604
2016-03-17,12.54,13.00208,10.2,10.94,89429.97696
2016-03-18,11.1383,11.47,8.09114,10.98,107354.2511
2016-03-19,11.088,11.188,9.80017,10.54672,26109.2438
2016-03-20,10.54672,10.84994,9.52,10.3428,34520.75822
2016-03-21,10.1752,11.98997,9.93104,11.89489,57505.26951
2016-03-22,11.74911,12.2,10.95001,11.44996,52401.92835
2016-03-23,11.3221,12.5,11,12.42,24089.49037
2016-03-24,12.32002,12.488,10.84,11.1306,30135.11575
2016-03-25,11.2886,11.4,10.51,10.6115,12245.94085
2016-03-26,10.79999,11.39997,10.58177,10.9909,10915.07366
2016-03-27,10.962,11.09349,10.11,10.4348,15614.7446
2016-03-28,10.31723,11.84,10.31723,11.5621,21519.25864
2016-03-29,11.66,11.8,11.2006,11.62002,14156.98387
2016-03-30,11.62002,12.13,11.2,11.85,21137.64447
2016-03-31,11.85,12.13,11.3314,11.37,16083.25092
2016-04-01,11.37,11.89999,11.28001,11.6343,6456.319251
2016-04-02,11.6301,11.6659,11.3559,11.5757,3396.100661
2016-04-03,11.6,11.63,11.47954,11.61449,4047.625662
2016-04-04,11.5782,11.64,10.99017,11.15,14298.71245
2016-04-05,11.142,11.259,10.01003,10.45824,30905.58046
2016-04-06,10.421,11.14549,10.25,10.7,12012.8446
2016-04-07,10.7,10.7743,9.89,10.0687,14529.58501
2016-04-08,10.0495,10.32,9.597,9.6863,14102.13734
2016-04-09,9.65,10.05,9,9.01031,24264.02513
2016-04-10,9.1405,9.1985,7.3506,8.95092,61388.30399
2016-04-11,8.84286,8.95102,7.99,8.6926,23717.53832
2016-04-12,8.7,8.7,7.15,7.4785,36679.03408
2016-04-13,7.477,8.75,7,8,36633.95077
2016-04-14,8.1965,8.86999,7.9905,8.4578,10773.01642
2016-04-15,8.4217,8.61,8.13,8.1949,6934.945109
2016-04-16,8.1684,8.57,8.10001,8.57,18371.1365
2016-04-17,8.55,10,8.55,9.3205,21875.74658
2016-04-18,9.32,9.5067,8.46,9,30336.33267
2016-04-19,9,9.24948,8.55,8.6876,17082.63869
2016-04-20,8.67,8.87389,8.35,8.4701,24046.95036
2016-04-21,8.47,8.703,8,8.12879,16437.57293
2016-04-22,8.16551,8.35409,7.65311,7.84002,10640.65368
2016-04-23,7.78,8.55,7.72362,8.31517,8874.544029
2016-04-24,8.2732,8.44958,7.81,7.95,13296.53137
2016-04-25,7.98,8.1,7.27,7.56491,24138.5366
2016-04-26,7.5451,7.576,7.09997,7.43,22577.13617
2016-04-27,7.429,7.98949,7.336,7.76876,13113.2639
2016-04-28,7.76882,7.77686,7.2218,7.2218,10560.11481
2016-04-29,7.2186,7.7322,7.2186,7.49446,6821.269855
2016-04-30,7.61997,9.419,7.5465,8.85,42938.12438
2016-05-01,8.83018,9.1,8.4255,8.79,9414.092508
2016-05-02,8.85276,10.44999,8.8517,10.14775,30153.72477
2016-05-03,10.148,10.148,8.43,9.38359,22832.10085
2016-05-04,9.30931,10,9.24522,9.46589,18452.08142
2016-05-05,9.3642,10,9.27,9.8,15593.24419
2016-05-06,9.80001,9.971,9.14,9.3088,21384.42933
2016-05-07,9.35,9.6386,9.24711,9.3199,3362.715021
2016-05-08,9.42,9.61499,8.978,9.535,9354.334152
2016-05-09,9.5,9.6699,9.2135,9.351,4976.416688
2016-05-10,9.351,9.52989,9.25191,9.41,5153.956986
2016-05-11,9.41,10,9.38311,9.98,19139.00446
2016-05-12,9.98,10.55,9.85191,10.13,28169.65447
2016-05-13,10.23832,11.09,10.05005,10.6465,22172.89263
2016-05-14,10.5902,10.69449,9.73,10.12592,18961.69592
2016-05-15,10.22411,10.47923,9.9,9.93,11006.79161
2016-05-16,9.98492,11.4087,9.98195,11.13,31714.74906
2016-05-17,11.14709,12.5,11.04392,12.14288,24698.74108
2016-05-18,12.2,14.3,12.2,13.499,40517.5795
2016-05-19,13.4789,14.45,12.85005,14.45,39344.44918
2016-05-20,14.456,14.85,13.25,13.5,38246.5187
2016-05-21,13.50001,13.9989,12.81003,13.81876,18206.72088
2016-05-22,13.85,14.23,13.732,14.2,19054.90505
2016-05-23,14.1482,14.38,13.2,13.35,29715.16432
2016-05-24,13.32791,13.81299,11.80051,12.7,31902.9121
2016-05-25,12.75822,12.9124,11.8,12.5,21233.1897
2016-05-26,12.5,12.9,12,12.301,15002.04826
2016-05-27,12.301,12.35379,10.40003,11.29649,43128.2351
2016-05-28,11.2318,12.2,10.29,11.56001,31116.56324
2016-05-29,11.79,12.39998,11.4908,12.07017,13094.55935
2016-05-30,12.26999,12.76,12,12.63097,13607.16907
2016-05-31,12.47142,14.39999,12.45045,14.06591,36005.08442
2016-06-01,14.064,14.29876,13.44,13.9625,27057.72924
2016-06-02,14.08999,14.08999,13.601,13.72,18132.48415
2016-06-03,13.65111,13.94989,13.01001,13.82,13605.06585
2016-06-04,13.82,13.9,13.3005,13.65,15157.51654
2016-06-05,13.5655,13.96,13.5655,13.95997,8781.750427
2016-06-06,13.95997,13.96,13.76951,13.94782,12670.29634
2016-06-07,13.95,14.67064,13.76,14.509,17013.26678
2016-06-08,14.509,14.76543,14.3215,14.3879,19669.84608
2016-06-09,14.41772,14.79997,14.3547,14.45,7011.292621
2016-06-10,14.4,14.48998,13.8,13.96857,14423.41067
2016-06-11,13.9204,14.19496,13.77,14.18995,9327.025794
2016-06-12,14.18995,15.75,14.18,15.66,28582.94021
2016-06-13,15.6,17.65974,15.56708,17.65865,49225.90369
2016-06-14,17.62,19.3,16.12,18.86699,67294.57143
2016-06-15,18.85,18.87481,17.6,18.45,18011.39991
2016-06-16,18.54,20.92081,18.37002,20.48967,53707.48085
2016-06-17,20.48964,21.48995,13.511,15.35,274980.5502
2016-06-18,15.3395,15.49988,10.1,11.2,193283.6212
2016-06-19,11.2,13.6384,10.62202,12.23579,81526.9921
2016-06-20,12.2691,12.74485,10.31103,11.7606,73570.17892
2016-06-21,11.76,13.5,11.11001,13.21691,61683.63555
2016-06-22,13.267,16.08479,13,13.39,136797.479
